epoch,train_loss,val_loss,val_acc,tag
57,0.5624169171381838,0.3403996554374695,0.9313,mixup
58,0.5993445210720006,0.2780319979190826,0.9356,mixup
59,0.61230673054472,0.3268929630994797,0.9335,mixup
60,0.6322739633755424,0.3004197850227356,0.9343,mixup
61,0.6186718677457136,0.321006025481224,0.9345,mixup
62,0.5896129733954485,0.2822596613407135,0.9333,mixup
63,0.5918506557217393,0.293309930896759,0.9391,mixup
64,0.5842080610493819,0.2991611380577087,0.9379,mixup
65,0.549840524341338,0.2829235489368438,0.9383,mixup
66,0.6293769531656439,0.2724158245086669,0.9386,mixup
67,0.623781165204799,0.3300557076931,0.9358,mixup
68,0.5966303843240708,0.2804721780776977,0.938,mixup
69,0.6275948914794777,0.2626945139408111,0.9416,mixup
70,0.5960210832862709,0.3243037724018097,0.9379,mixup
71,0.5649803957495934,0.3057283102989196,0.937,mixup
72,0.5668150946485977,0.28212586145401,0.9401,mixup
73,0.6082096703577404,0.2649891831874847,0.9423,mixup
74,0.6071729750969471,0.3103970571517944,0.9401,mixup
75,0.6201757311653824,0.2588267659425735,0.9405,mixup
76,0.5502087437297003,0.2550275840520858,0.9429,mixup
77,0.5939806219811241,0.3146166441440582,0.9402,mixup
78,0.6004518718446772,0.2898287606716156,0.9429,mixup
79,0.5676849369926807,0.2453120935201644,0.9446,mixup
80,0.5569172181672631,0.2610124546289444,0.9419,mixup
81,0.5839671145181339,0.2821731094121933,0.9417,mixup
82,0.5338844686077956,0.2529161823272705,0.9435,mixup
83,0.615697982461932,0.2838740708827972,0.9425,mixup
84,0.5574412122703134,0.2585987511396408,0.944,mixup
85,0.563762476387171,0.2314843153476715,0.9454,mixup
86,0.5757753922484624,0.2704819318294525,0.9444,mixup
87,0.5540962350805505,0.2475444632053375,0.9458,mixup
88,0.5627338458676464,0.2527798965454101,0.9448,mixup
89,0.5295815231051678,0.259441113948822,0.946,mixup
90,0.5357462096541451,0.2416943418741226,0.9456,mixup
91,0.590804863243531,0.2783052135944366,0.9438,mixup
92,0.593297932902351,0.2195504508495331,0.9457,mixup
93,0.6035939370043194,0.2872561368465423,0.9444,mixup
94,0.5620143650159335,0.3169257016658783,0.9434,mixup
95,0.5465233682344357,0.2739379675865173,0.9448,mixup
96,0.586248836083672,0.2873903492450714,0.9437,mixup
97,0.5367062310682228,0.2923827867269516,0.9445,mixup
98,0.5738246998200431,0.2677966176509857,0.9455,mixup
99,0.5888590608627942,0.2398290874958038,0.9459,mixup
0,2.066308913475428,1.5224453872680663,0.4496,cutmix
1,1.825950555312328,1.413349555015564,0.4967,cutmix
2,1.7138289720584186,1.0947682891845705,0.6157,cutmix
3,1.6267834429557506,0.9413868757247924,0.6838,cutmix
4,1.5350065952692276,0.923046392440796,0.6922,cutmix
5,1.4760913792328956,0.8388837018966675,0.7239,cutmix
6,1.4172427035295043,0.7251298835754395,0.7591,cutmix
7,1.3765135320333337,0.8472358715057373,0.7144,cutmix
8,1.3196961282155453,0.6955507619857788,0.7771,cutmix
9,1.3038546345172783,0.6614102474212646,0.8059,cutmix
10,1.30638205347917,0.6076160397529602,0.8127,cutmix
11,1.2746949109511498,0.5962740931510925,0.8282,cutmix
12,1.2399517118166654,0.5701349841117859,0.8374,cutmix
13,1.209518470061131,0.5326642638683319,0.8565,cutmix
14,1.198368812371523,0.5324951179027557,0.8429,cutmix
15,1.1776258133924924,0.5070645534992217,0.8533,cutmix
16,1.1697938097593112,0.5319187627792359,0.8521,cutmix
17,1.1430458589242054,0.4585800930976867,0.874,cutmix
18,1.134937070042659,0.526004612827301,0.8465,cutmix
19,1.0970834291898288,0.4329442442417144,0.8801,cutmix
20,1.1096648986522968,0.4644035046577454,0.8728,cutmix
21,1.097592813005814,0.4217009646892548,0.8884,cutmix
22,1.0467531831600727,0.4132478376865387,0.8937,cutmix
23,1.040000496384425,0.3838590411663055,0.8946,cutmix
24,1.065780702004066,0.3918258333206176,0.9016,cutmix
25,1.0439913609088995,0.3929789246082306,0.8999,cutmix
26,1.0345080385987575,0.4106572820663452,0.8972,cutmix
27,1.012297796056821,0.3990706592559814,0.8954,cutmix
28,1.0009072309121108,0.4689191438674926,0.8549,cutmix
29,1.0081389983877158,0.3542279100418091,0.9076,cutmix
30,0.9721922907691736,0.3526081913948059,0.9128,cutmix
31,0.9619659687464054,0.354523139834404,0.9065,cutmix
32,0.9665354986221364,0.3440843562841415,0.9193,cutmix
33,0.9852952447075112,0.3731917077541351,0.9156,cutmix
34,0.9672635525465012,0.3701077069759368,0.8993,cutmix
35,0.9277762049665818,0.3091105117321014,0.9196,cutmix
36,0.9477058206613248,0.3419390355110168,0.9152,cutmix
37,0.92515835276781,0.3284891730308533,0.9093,cutmix
38,0.9154711590363428,0.3052481195449829,0.9236,cutmix
39,0.928188779224188,0.2949604290962219,0.9233,cutmix
40,0.9062135993288114,0.2890559136629104,0.9274,cutmix
41,0.8711455546128444,0.3014206731796264,0.9275,cutmix
42,0.9033755205762692,0.2865495988368988,0.9294,cutmix
43,0.8798230603337288,0.3061083745479583,0.9241,cutmix
44,0.9017490034684156,0.281206023311615,0.9283,cutmix
45,0.8889639840294153,0.2731316725969314,0.9296,cutmix
46,0.8420783518980711,0.283840432882309,0.9283,cutmix
47,0.8683761359789433,0.2774979352474213,0.9267,cutmix
48,0.8603308963852051,0.2728125605583191,0.9315,cutmix
49,0.8706671537497105,0.2574746196269989,0.9299,cutmix
50,0.8418702396444785,0.2566826040744781,0.9338,cutmix
51,0.8434286978764411,0.2561979587554931,0.9308,cutmix
52,0.8348412435597334,0.2583901918411255,0.9333,cutmix
53,0.8109999444240179,0.2347222764492035,0.9367,cutmix
54,0.8239502008335713,0.2375742750644683,0.9383,cutmix
55,0.8223836449667429,0.2463545407772064,0.9361,cutmix
56,0.826629493232721,0.2382410862445831,0.9392,cutmix
57,0.8063360468890423,0.2457882887363434,0.9366,cutmix
58,0.8159216646773693,0.2319246364593505,0.9395,cutmix
59,0.810836269114262,0.2251453369140625,0.9402,cutmix
60,0.7927405503506844,0.232558688545227,0.9405,cutmix
61,0.7819798567165167,0.2308412811279296,0.9389,cutmix
62,0.7896275353737366,0.2250314600467682,0.9389,cutmix
63,0.7945312213821288,0.2292473155021667,0.9396,cutmix
64,0.7966855431405397,0.2150537317276001,0.945,cutmix
65,0.7842219020311649,0.2088160387039184,0.9444,cutmix
66,0.7958935848222329,0.2203035181999206,0.9434,cutmix
67,0.7958985021481148,0.2039166180133819,0.9458,cutmix
68,0.7682949104561255,0.2146159322977066,0.9445,cutmix
69,0.7765345834577695,0.2116295639038086,0.9472,cutmix
70,0.7803460082469078,0.2005109578132629,0.9462,cutmix
71,0.7550380013883113,0.1962437848091125,0.9454,cutmix
72,0.7488694405039915,0.2003596732139587,0.9453,cutmix
73,0.7645472324238374,0.1969820509195327,0.9475,cutmix
74,0.7711057046858164,0.1945844437599182,0.9463,cutmix
75,0.7532653051882218,0.1934125016212463,0.9488,cutmix
76,0.7546125792157956,0.1870221636295318,0.95,cutmix
77,0.756943805095477,0.1953239196777343,0.9473,cutmix
78,0.7363110892379131,0.1864377954483032,0.9495,cutmix
79,0.757400087095224,0.186575550866127,0.9506,cutmix
80,0.7454201639940341,0.1852531046152115,0.9506,cutmix
81,0.718570001069934,0.1882866899728775,0.9497,cutmix
82,0.7468532597693878,0.1841815823316574,0.9493,cutmix
83,0.7270197601654591,0.1844194578170776,0.9507,cutmix
84,0.7352994669801913,0.1867169070005417,0.9495,cutmix
85,0.7218357957421969,0.189061265873909,0.9492,cutmix
86,0.7327199042989657,0.1834097742080688,0.9491,cutmix
87,0.7295394697728065,0.1818060992479324,0.9507,cutmix
88,0.7273460756891813,0.1825987452030182,0.9503,cutmix
89,0.7350580965956817,0.1848060623168945,0.9501,cutmix
90,0.7506244853043403,0.1805533365726471,0.951,cutmix
91,0.7200403738575868,0.1817349425554275,0.9509,cutmix
92,0.724040203799422,0.1796834921836853,0.95,cutmix
93,0.7312692843664151,0.1804087179660797,0.9501,cutmix
94,0.7312562658045536,0.182164790725708,0.9506,cutmix
95,0.715732007760268,0.1798335988521576,0.9507,cutmix
96,0.7241248899449905,0.1765494013309478,0.9505,cutmix
97,0.7216261308449201,0.1816400144577026,0.9502,cutmix
98,0.7421001401753762,0.1782752917766571,0.9504,cutmix
99,0.7230706035040128,0.1779730337142944,0.9498,cutmix
